"tmpID","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold"
1992,"","","","","","","","",""
7253,"","","","","","","","",""
8695,"","","","","","","","",""
12769,"","","","","","","","",""
9593,"","","","","","1 health and fitness magazine purchase ","","",""
7811,"","","","","","","","",""
2696,"","","","","","1 health and fitness magazine purchase ","","",""
10237,"1 family-oriented magazine purchase ","","","","","","","",""
2597,"2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
12562,"","","","","","","","",""
13641,"","","","","","","","",""
4227,"","","","","","","","","Yes"
9481,"","","","","","","","",""
9465,"","","","","","","","",""
4482,"4 family-oriented magazine purchases","","","","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","7 financial magazine purchases",""
5050,"","","","","","","","",""
11242,"","","","","","","","","Yes"
665,"","","","","","","","","Yes"
11325,"","","","","","","","",""
5508,"","","","","","","","",""
4204,"","","","","","","","1 financial magazine purchase ",""
13542,"1 family-oriented magazine purchase ","","","","","","","",""
8512,"","","","","","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
14173,"","","","","","","","",""
13849,"","","","","","","","1 financial magazine purchase ","Yes"
13282,"","","","","","","","","Yes"
13350,"","","","","","","","",""
10401,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
14367,"","","","","","","","",""
9242,"","","","","","","","","Yes"
2019,"2 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","","","1 financial magazine purchase ",""
4574,"1 family-oriented magazine purchase ","1 female magazine purchase ","","2 gardening magazine purchases","","1 health and fitness magazine purchase ","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4407,"","","","","","","","","Yes"
7085,"","","","","","1 health and fitness magazine purchase ","","",""
11193,"","","","","","","","",""
3316,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","2 health and fitness magazine purchases","","",""
9962,"","","","","","","","",""
4955,"","","","","","","","",""
441,"","","","","","","","","Yes"
5686,"2 family-oriented magazine purchases","","","","","6 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","6 financial magazine purchases",""
765,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","4 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
14332,"","1 female magazine purchase ","","","","4 health and fitness magazine purchases","","1 financial magazine purchase ",""
2479,"","","","","","","","",""
11602,"","","","","","","","","Yes"
5609,"","","","","","","","","Yes"
14633,"","","","","","","","",""
8630,"","","","","","","","",""
3582,"","","","","","","","",""
1156,"","","","","","","","","Yes"
5737,"","","","","","","","",""
3794,"","","","","","","","",""
10396,"","","","","","","","",""
1668,"","","","","","","","",""
13617,"","","","","","1 health and fitness magazine purchase ","2 Do-It-Yourself magazine purchases","",""
14550,"3 family-oriented magazine purchases","","","","","","","5 financial magazine purchases",""
12443,"","","","","1 culinary magazine purchase ","","","",""
4883,"","1 female magazine purchase ","","","1 culinary magazine purchase ","6 health and fitness magazine purchases","","1 financial magazine purchase ",""
1429,"","","","","","1 health and fitness magazine purchase ","","",""
3420,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
7772,"","","","","","","","","Yes"
7710,"","","","","","","","",""
11776,"","","","","","","","","Yes"
10875,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
980,"","","","","","1 health and fitness magazine purchase ","","3 financial magazine purchases",""
14884,"","","","","","","","",""
8033,"","","","","","","","",""
10164,"1 family-oriented magazine purchase ","","","","","","","","Yes"
10989,"2 family-oriented magazine purchases","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","6 financial magazine purchases",""
2641,"","","","","","","","",""
12450,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","6 Do-It-Yourself magazine purchases","",""
8697,"2 family-oriented magazine purchases","","","4 gardening magazine purchases","","5 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","","Yes"
12471,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","Yes"
10723,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","3 financial magazine purchases","Yes"
5896,"","","","","","","","",""
9639,"","","","","","","","",""
4291,"","","","","","","","",""
14903,"1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","2 culinary magazine purchases","6 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
6987,"","","","","","","","","Yes"
4925,"","","","","","1 health and fitness magazine purchase ","","",""
10247,"","","","","","","","","Yes"
13005,"","","","","","","","","Yes"
956,"","","","","","","","","Yes"
312,"","","","","","","","",""
5990,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ",""
5510,"","","","","","","","","Yes"
340,"","","","","","","","",""
6769,"","","","","","","","",""
7449,"","","","","","","","",""
8333,"1 family-oriented magazine purchase ","","","","","","","",""
14708,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
13494,"","","","","","","","","Yes"
13524,"","","","","","","","",""
11832,"3 family-oriented magazine purchases","1 female magazine purchase ","","","1 culinary magazine purchase ","3 health and fitness magazine purchases","","",""
12904,"3 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
9625,"2 family-oriented magazine purchases","","","","","","1 Do-It-Yourself magazine purchase ","","Yes"
3644,"","","","","","","","",""
8583,"1 family-oriented magazine purchase ","","","","","","","",""
2409,"","","","","","","","",""
2869,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","",""
11467,"","","","","","","","",""
14768,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
14274,"","","","","","1 health and fitness magazine purchase ","","",""
13242,"","","","","","","","",""
12967,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","","","","Yes"
13495,"","","","","","","","","Yes"
13680,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","Yes"
3436,"","","","","","1 health and fitness magazine purchase ","","",""
7757,"","","","","","","","",""
453,"1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ",""
13711,"","","","","","","","",""
2069,"","","","","","","","",""
5119,"","","","","","","","",""
7341,"","","","","","","","",""
13859,"","","","","","","","","Yes"
6560,"","","","","","","","",""
444,"","","","","","","","",""
825,"","","","","","","","","Yes"
11748,"","","","","","","","",""
13794,"","","","","","","","","Yes"
6874,"2 family-oriented magazine purchases","1 female magazine purchase ","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","","Yes"
3377,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ",""
7242,"","","","","","1 health and fitness magazine purchase ","","",""
2211,"","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","Yes"
932,"","","","","","","","",""
7414,"","","","","","","","",""
8510,"","","","","","","","",""
11076,"","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","",""
7158,"","","","","","","","","Yes"
12031,"","","","","","4 health and fitness magazine purchases","","1 financial magazine purchase ",""
5955,"","","","","","","","",""
12173,"","","","","","","","",""
2329,"2 family-oriented magazine purchases","","","","","4 health and fitness magazine purchases","","","Yes"
3413,"2 family-oriented magazine purchases","","","","","","","",""
4757,"","","","","","","","",""
11973,"","","","","","","","",""
12731,"2 family-oriented magazine purchases","","","","","5 health and fitness magazine purchases","","4 financial magazine purchases",""
10795,"","","","","","1 health and fitness magazine purchase ","","",""
2775,"2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","",""
9810,"2 family-oriented magazine purchases","","","","","","","",""
12039,"","","","","","","","",""
8048,"","","","","","","","",""
1348,"","","","","","","","",""
540,"","1 female magazine purchase ","","","","","","3 financial magazine purchases",""
11707,"","","","","","","","",""
12124,"","","","","","","","","Yes"
9222,"","","","","","","","","Yes"
5605,"","","","","","","","",""
2159,"1 family-oriented magazine purchase ","1 female magazine purchase ","","","","3 health and fitness magazine purchases","","",""
13795,"","","","","","1 health and fitness magazine purchase ","","","Yes"
8766,"","","","","","","","",""
4068,"","","","","","","","",""
12143,"","","","","","","","",""
1910,"","","","","","","","",""
6315,"","","","","","","","",""
14812,"","","","","","","","",""
2010,"","","","","","","","","Yes"
5111,"1 family-oriented magazine purchase ","1 female magazine purchase ","","2 gardening magazine purchases","","3 health and fitness magazine purchases","2 Do-It-Yourself magazine purchases","1 financial magazine purchase ",""
3211,"","","","","","","","","Yes"
9087,"2 family-oriented magazine purchases","1 female magazine purchase ","","2 gardening magazine purchases","2 culinary magazine purchases","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
8888,"","","","","","","","",""
11376,"3 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","3 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ",""
4546,"","","","","","","","",""
10432,"","","","","","","","",""
8509,"2 family-oriented magazine purchases","","","2 gardening magazine purchases","","4 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","",""
14461,"","","","","","","","","Yes"
41,"","","","","","","","",""
4456,"","","","","","","","",""
5006,"","","","","","","","","Yes"
4159,"1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","",""
10602,"","","","","1 culinary magazine purchase ","1 health and fitness magazine purchase ","","",""
14788,"","","","","","","","1 financial magazine purchase ",""
